Store Name,Street Address,Address,Borough,"Zip 
1029 FOOD PLAZA INC,1203 Sutter Avenue,,Bronx,10453,2020,8,,,,,,,,
109 AJ DELI GROCERY CORP,1211 Liberty Avenue,,Bronx,10453,2020,8,,,,,,,,
124-176 MORRIS GROCERY CORP,241 Ridgewood Avenue,,Bronx,10453,2020,8,,,,,,,,
19 W BRONX DELI GROCERY CORP,224 Lincoln Avenue,,Bronx,10453,2020,8,,,,,,,,
48 BURNSIDE FOOD CORP,290 Arlington Avenue,,Bronx,10453,2020,8,,,,,,,,
58 BURNSIDE FOOD CORP,690 Linwood St.,,Bronx,10453,2020,8,,,,,,,,
60 WEST 183RD ST FOOD CORP,1075 Liberty Avenue,,Bronx,10453,2020,8,,,,,,,,
65 BURNSIDE MEAT MARKET CORP,3336 Fulton St,,Bronx,10453,2020,8,,,,,,,,
ADRIAN GROCERY STORE INC,1055 Blake Avenue,,Bronx,10453,2020,8,,,,,,,,
ALEX FOOD II CORP,1615 UNIVERSITY AVE,,Bronx,10453,2020,8,40.847317,-73.919933,205,14,"2,008,983","2,028,780,015","21,501",BX0501
ALTAGRACIA GROCERY CORP,10 EAST 176TH ST,,Bronx,10453,2020,8,40.848576,-73.911408,205,14,"2,008,209","2,028,500,009","22,701",BX0502
AMOR SUPERMARKET CORP,35 WEST 183RD ST,,Bronx,10453,2020,8,40.85885,-73.905292,207,14,"2,014,231","2,031,970,016",253,BX0701
BBC DELI GROCERY CORP,51 EAST TREMONT AVE,,Bronx,10453,2020,8,40.851275,-73.908322,205,14,"2,007,940","2,028,290,026",241,BX0502
BONAO MEATS AND PRODUCE II INC,82 EAST BURNSIDE AVE,,Bronx,10453,2020,8,40.853268,-73.905933,205,14,"2,007,948","2,028,290,045",241,BX0502
BURNSIDE AVE FOOD CENTER INC,111 EAST BURNSIDE AVE,,Bronx,10453,2020,8,40.853059,-73.905344,205,14,"2,013,846","2,031,690,059",241,BX0502
CRUZ MEAT CORP,2262 JEROME AVE,,Bronx,10453,2020,8,40.85815,-73.904025,205,14,"2,014,063","2,031,860,055",239,BX0503
GANDA DELI GROCERY CORP,129 WEST TREMONT AVE,,Bronx,10453,2020,8,40.850025,-73.913756,205,14,"2,008,582","2,028,690,001",243,BX0501
GAVA FOOD CORP,127 WEST BURNSIDE AVE,,Bronx,10453,2020,8,40.853829,-73.913899,205,14,"2,014,850","2,032,210,005","24,502",BX0501
ILIANA DELI GROCERY LLC,25 EAST 176TH ST,,Bronx,10453,2020,8,40.848496,-73.910921,205,14,"2,008,228","2,028,510,036","23,301",BX0502
JD DELI AND PIZZA INC,2207 JEROME AVE,,Bronx,10453,2020,8,40.857217,-73.904601,205,14,"2,014,209","2,031,960,038",239,BX0503
JESSICA SUPERMARKET CORP,1645 GRAND AVE,,Bronx,10453,2020,8,40.846985,-73.91513,205,14,"2,008,449","2,028,660,015","21,502",BX0501
JULIAN GROCERY CORP,143 WEST BURNSIDE AVE,,Bronx,10453,2020,8,40.853898,-73.91434,205,14,"2,014,851","2,032,210,007","24,502",BX0501
LA GRAN FAMOSA FOOD MARKET CORP,1704 GRAND AVE,,Bronx,10453,2020,8,40.848507,-73.914025,205,14,"2,008,497","2,028,670,030",217,BX0501
LA PODEROSA GROCERY STORE CORP,27 EAST 175TH ST,,Bronx,10453,2020,8,40.847498,-73.911887,205,14,"2,008,212","2,028,500,031","22,701",BX0502
LOS COMPADRES - 1 GROCERY INC,21 WEST 176TH ST,,Bronx,10453,2020,8,40.848468,-73.913122,205,14,"2,008,520","2,028,670,155",217,BX0501
LOS PINOS FOOD CORP,148 EAST BURNSIDE AVE,,Bronx,10453,2020,8,40.852452,-73.904629,205,14,"2,101,575","2,028,080,082","23,501",BX0502
LUCKY 3 CONVENIENCE AND DELI CORP,16 WEST 177TH ST,,Bronx,10453,2020,8,40.850097,-73.911399,205,14,"2,008,373","2,028,610,140",217,BX0501
MORRIS BEST DELI AND GRILL INC,16 EAST 183RD ST,,Bronx,10453,2020,8,40.858583,-73.903355,205,14,"2,014,065","2,031,860,063",239,BX0503
MY FAMILY DELI GROCERY CORP,54 EAST 181ST ST,,Bronx,10453,2020,8,40.855271,-73.904564,205,14,"2,013,952","2,031,780,031",241,BX0502
PALMAR MINI MARKET INC,2160 WALTON AVE,,Bronx,10453,2020,8,40.855644,-73.904491,205,14,"2,013,969","2,031,800,009",239,BX0503
PAN DELI GROCERY CORP,1893 ANDREWS AVE,,Bronx,10453,2020,8,40.85362,-73.913889,205,14,"2,009,122","2,028,790,204","24,501",BX0501
PEGUERO GRAND GROCERY CORP,2241 GRAND AVE,,Bronx,10453,2020,8,40.858176,-73.90623,205,14,"2,014,511","2,032,080,015",251,BX0501
PRIMAVERA DELI GROCERY CORP,79 EAST BURNSIDE AVE,,Bronx,10453,2020,8,40.853301,-73.905973,205,14,"2,013,956","2,031,780,060",241,BX0502
PUNAL GROCERY CORP,218 WEST TREMONT AVE,,Bronx,10453,2020,8,40.85208,-73.91718,205,14,"2,008,965","2,028,770,521","20,502",BX0501
RAYKELL FOOD CORP,78 WEST 183RD ST,,Bronx,10453,2020,8,40.859302,-73.906622,205,14,"2,014,528","2,032,080,036",251,BX0501
SABOR CRIOLLO GROCERY CORP,1841 GRAND CONCOURSE,,Bronx,10453,2020,8,40.848022,-73.907336,205,14,"2,007,620","2,028,050,023","23,301",BX0502
SAZON DELI GROCERY CORP,131 EAST 183RD ST,,Bronx,10453,2020,8,40.857727,-73.900811,205,14,"2,013,773","2,031,640,001","23,703",BX0503
SHOP LAND DISCOUNT CORP,25 WEST TREMONT AVE,,Bronx,10453,2020,8,40.851922,-73.910883,205,14,"2,008,621","2,028,690,167",243,BX0501
SWEET CORNER FOOD CENTER CORP,1971 GRAND AVE,,Bronx,10453,2020,8,40.852161,-73.910789,205,14,"2,008,620","2,028,690,163",243,BX0501
TEAMS MARKET INC,1791 WALTON AVE,,Bronx,10453,2020,8,40.848015,-73.909927,205,14,"2,114,111","2,028,500,052","22,701",BX0502
THREE TIMES C FOOD CORP,1707 UNIVERSITY AVE,,Bronx,10453,2020,8,40.849338,-73.917089,205,14,"2,088,267","2,028,780,222","21,501",BX0501
TRES K DELI GRCY FRUITANDMEAT INC,125 WEST TREMONT AVE,,Bronx,10453,2020,8,40.850041,-73.913619,205,14,"2,008,601","2,028,690,058",243,BX0501
TU GENTE DELI AND GROCERY CORP,1801 UNIVERSITY AVE,,Bronx,10453,2020,8,40.850561,-73.91536,205,14,"2,009,089","2,028,790,100","24,501",BX0501
VILLA TRINA FOOD CORP,70 EAST 183RD ST,,Bronx,10453,2020,8,40.858247,-73.902387,205,14,"2,013,992","2,031,820,031",239,BX0503
48 Burnside Food Corp (Food Dynasty Supermarket),40 W Burnside Avenue,,Bronx,10453,2022,9,40.853839,-73.909077,205,14,"2,008,631","2,028,700,026",243,BX0501
58 Burnside Food Corp,58 W Burnside Avenue,,Bronx,10453,2022,9,40.854163,-73.909767,205,14,"2,008,608","2,028,690,127",243,BX0501
151 E Tremont Food Corp (Compare Supermarket),151 E Tremont Avenue,,Bronx,10453,2022,9,40.8502,-73.906783,205,14,"2,007,681","2,028,080,004","23,501",BX0502
183 Food Market Corp (Food Universe Supermarket),60 W 183rd Street,,Bronx,10453,2022,9,40.85917,-73.906246,205,14,"2,014,529","2,032,080,039",251,BX0501
1029 Food Plaza Inc,122 E 181 Street,,Bronx,10453,2022,9,40.854853,-73.903444,205,14,"2,013,841","2,031,690,034",241,BX0502
A B International Market Inc (African),2235 Jerome Avenue,,Bronx,10453,2022,9,40.857552,-73.904398,205,14,"2,014,208","2,031,960,036",239,BX0503
AD Food Corp (Antillana Supermarket),2285 Grand Concourse,,Bronx,10453,2022,9,40.857079,-73.900173,205,14,"2,013,769","2,031,630,026","23,704",BX0503
Amor Supermarket Corp,35 W 183rd Street,,Bronx,10453,2022,9,40.85885,-73.905292,207,14,"2,014,231","2,031,970,016",253,BX0701
Ashley & Wilbis,2160 Walton Avenue,,Bronx,10453,2022,9,40.855644,-73.904491,205,14,"2,013,969","2,031,800,009",239,BX0503
BBC Deli Grocery Corp,51 E Tremont Avenue,,Bronx,10453,2022,9,40.851275,-73.908322,205,14,"2,007,940","2,028,290,026",241,BX0502
Bonoful Grocery Inc,7 E 182nd Street,,Bronx,10453,2022,9,40.85726,-73.904293,205,14,"2,014,059","2,031,860,041",239,BX0503
Charisse And Christine Enterprise Ltd (C-Town),1750 University Avenue,,Bronx,10453,2022,9,40.849322,-73.917079,205,14,"2,008,836","2,028,760,118","21,502",BX0501
Cruz Meat Corp (Pioneer Supermarket),2262 Jerome Avenue,,Bronx,10453,2022,9,40.85815,-73.904025,205,14,"2,014,063","2,031,860,055",239,BX0503
Fama Food Corp (C-Town),2276 Creston Avenue,,Bronx,10453,2022,9,40.857302,-73.901203,205,14,"2,088,406","2,031,630,017","23,704",BX0503
Franco Fruit And Vegetable,121 E Burnside Avenue,,Bronx,10453,2022,9,40.853012,-73.905221,205,14,"2,013,846","2,031,690,059",241,BX0502
Gava Food Corp (Bravo Supermarket),127 W Burnside Avenue,,Bronx,10453,2022,9,40.853829,-73.913899,205,14,"2,014,850","2,032,210,005","24,502",BX0501
La Vega Food (Villa Trina Food),70 East 183rd Street,,Bronx,10453,2022,9,40.858247,-73.902387,205,14,"2,013,992","2,031,820,031",239,BX0503
Los Castlillos Mini Market (Supermarket),1601 University Avenue,,Bronx,10453,2022,9,40.846977,-73.920465,205,14,"2,008,980","2,028,780,001","21,501",BX0501
Los Pinos Food Corp (Food Universe Supermarket),148 E Burnside Avenue,,Bronx,10453,2022,9,40.852452,-73.904629,205,14,"2,101,575","2,028,080,082","23,501",BX0502
Peguero Grand Grocery Corp,2241 Grand Avenue,,Bronx,10453,2022,9,40.858176,-73.90623,205,14,"2,014,511","2,032,080,015",251,BX0501
Tres K Deli,125 W Tremont Avenue,,Bronx,10453,2022,9,40.850041,-73.913619,205,14,"2,008,601","2,028,690,058",243,BX0501
El Patio Deli Corp.,2082 Madison Avenue,,New York,10037,2022,9,40.809627,-73.93782,111,9,"1,054,307","1,017,560,014",206,MN1102
Lenox & 132nd Food Corp.,424 West 135th Street,,New York,10037,2022,9,40.818092,-73.950161,109,9,"1,084,073","1,019,570,001","21,703",MN0902
Fine Fare Supermarket,48 Lenox Avenue,,New York,10037,2022,9,40.799552,-73.95145,110,9,,,186,MN1001
Golden Deli Grocery Corp.,2210 5th Avenue,,New York,10037,2022,9,40.812473,-73.937835,110,9,"1,053,891","1,017,300,040",212,MN1002
AJ Food Center,1 West 131th Street,,New York,10037,2022,9,40.810416,-73.939961,110,9,"1,053,848","1,017,290,033",208,MN1002
Exquisite Deli & Grill,521 Malcom X Blvd,,New York,10037,2022,9,,,,,,,,
FunFair Deli Corp.,537 Lenox Avenue,,New York,10037,2022,9,40.815499,-73.939852,110,9,"1,060,002","1,020,060,029",228,MN1002
Key Food Supermarket,592 Lenox Avenue,,New York,10037,2022,9,40.817088,-73.938669,110,9,"1,053,937","1,017,370,011",214,MN1002
Domingo Grocery,2591 8th Avenue,,New York,10030,2022,9,40.818518,-73.945088,110,9,"1,060,668","1,020,410,047","22,102",MN1002
Farida Halal African Market,2529 Frederick Douglas Blvd,,New York,10030,2022,9,40.816674,-73.946433,110,9,"1,059,463","1,019,600,013","22,102",MN1002
135th St. Deli & Grocery,266 West 135th Street,,New York,10030,2022,9,40.816213,-73.945877,110,9,"1,058,855","1,019,400,060",228,MN1002
3 JS Deli Grocery INC.,1098 Anderson Avenue,,Bronx,10452,2023,10,40.834714,-73.9253,204,16,"2,003,059","2,025,050,017",193,BX0402
53 JM Deli Grocery Corp,53 West 167th Street,,Bronx,10452,2023,10,40.836139,-73.924626,204,16,"2,003,156","2,025,100,001",199,BX0402
152 VM Grocery Corp,152 East 171 Street,,Bronx,10452,2023,10,40.84021,-73.91417,204,16,"2,007,998","2,028,330,014",223,BX0403
881 Stadium Food Corp,881 Gerard Avenue,,Bronx,10452,2023,10,40.827924,-73.924704,204,16,"2,002,990","2,024,840,033",195,BX0401
1289 JC Deli Grocery Corp,1289 Walton Avenue,,Bronx,10452,2023,10,40.837053,-73.917943,204,16,"2,002,966","2,024,810,023","22,101",BX0403
1296 Rivera Grocery Inc,1296 Walton Avenue,,Bronx,10452,2023,10,40.83741,-73.917636,204,16,"2,008,034","2,028,390,039","22,102",BX0403
1434 Food CO LLC,1434 Jerome Avenue,,Bronx,10452,2023,10,40.840986,-73.917132,204,16,"2,008,093","2,028,430,012",223,BX0403
1538 Deli Grocery Corp,1538 University Avenue,,Bronx,10452,2023,10,40.845806,-73.921991,205,14,"2,008,785","2,028,750,045","21,301",BX0501
1605 Grocery and Deli Market Corp,1605 Inwood Avenue,,Bronx,10452,2023,10,40.845574,-73.915309,205,14,"2,008,427","2,028,650,110",217,BX0501
Alra Corp,1384 Nelson Avenue,,Bronx,10452,2023,10,40.841588,-73.922593,204,16,"2,098,366","2,025,200,032",211,BX0402
A&R Grocery  Deli Corp,57 East 168th Street,,Bronx,10452,2023,10,40.836717,-73.919216,204,16,"2,002,962","2,024,810,001","22,101",BX0403
Barbara Deli Food Corp,1027 Walton Avenue,,Bronx,10452,2023,10,40.830735,-73.922027,204,16,"2,002,939","2,024,770,021",195,BX0401
C & C Brothers of NY,59 East 167th Street,,Bronx,10452,2023,10,40.835507,-73.920612,204,16,"2,003,016","2,024,890,071",197,BX0401
Deli Mini Market Corp,1472 Inwood Avenue,,Bronx,10452,2023,10,40.842095,-73.917782,204,16,"2,008,313","2,028,580,001",219,BX0403
Daylan Deli Corp,100 West 168th Street,,Bronx,10452,2023,10,40.838274,-73.924313,204,16,"2,003,290","2,025,150,025",199,BX0402
Eddie's Place African Market INC.,5 East 167th Street,,Bronx,10452,2023,10,40.836013,-73.922075,204,16,"2,003,005","2,024,890,001",197,BX0401
Emporium Supermarket Corp,148 East 170th Street,,Bronx,10452,2023,10,40.839055,-73.914663,204,16,"2,008,086","2,028,420,055","22,102",BX0403
Fredarlet Deli Grocery Corp,1575 Walton Avenue,,Bronx,10452,2023,10,40.843196,-73.91336,204,16,"2,008,126","2,028,450,040",209,BX0403
La Mexicana Fruit and Grocery Corp,1322 Jerome Avenue,,Bronx,10452,2023,10,40.838534,-73.918895,204,16,"2,008,044","2,028,400,001","22,101",BX0403
Lay Deli Grocery INC,125 West 165 Street,,Bronx,10452,2023,10,40.834307,-73.928173,204,16,"2,003,263","2,025,140,036",193,BX0402
Leudy Deli Grocery Corp,1310 Jerome Avenue,,Bronx,10452,2023,10,40.838303,-73.919091,204,16,"2,008,025","2,028,390,005","22,101",BX0403
L S Grocery Deli Inc.,1388 Jesup Avenue,,Bronx,10452,2023,10,40.840915,-73.920978,204,16,"2,008,657","2,028,720,050","21,302",BX0403
Los Primos Mini Market Inc.,1050 Woodycrest Avenue,,Bronx,10452,2023,10,40.833563,-73.927267,204,16,"2,003,140","2,025,080,022",189,BX0402
Miandav Food Corp,1187 Jerome Avenue,,Bronx,10452,2023,10,40.835731,-73.922964,204,16,"2,003,073","2,025,060,001",199,BX0402
New Kuku's Market Corp,111 East 167th Street,,Bronx,10452,2023,10,40.834957,-73.918994,204,16,"2,002,850","2,024,650,001",197,BX0401
Pascual Jorge,951 Odgen Avenue,,Bronx,10452,2023,10,,,,,,,,
Richard's Deli Grocery & Mex Product,1356 Jerome Avenue,,Bronx,10452,2023,10,40.839272,-73.918371,204,16,"2,092,055","2,028,410,001","22,101",BX0403
San Jose Mini Market Corp,1055 Walton Avenue,,Bronx,10452,2023,10,40.831564,-73.921538,204,16,"2,002,953","2,024,780,064",195,BX0401
Shakespeare Deli and Grocery Inc.,1174 Shakespeare Avenue,,Bronx,10452,2023,10,40.835981,-73.923438,204,16,"2,003,074","2,025,060,005",199,BX0402
West 170st Deli Grocery Corp,1346 Edward L Grant Highway,,Bronx,10452,2023,10,40.840531,-73.921604,204,16,"2,101,691","2,028,720,040","21,302",BX0403
Wanda RP Corp,104 Elliot Place,,Bronx,10452,2023,10,40.838847,-73.916185,204,16,"2,008,061","2,028,410,045","22,102",BX0403
JLT 156 Food Corp (Bravo),156 West 170th Street,,Bronx,10452,2023,10,40.841408,-73.92466,204,16,"2,103,169","2,025,220,020",211,BX0402
La Dura Food Corp,73 Featherbed Lane,,Bronx,10452,2023,10,40.846355,-73.917433,205,14,"2,008,807","2,028,760,035","21,502",BX0501
La Milagrosa,1052 Gerard Avenue,,Bronx,10452,2023,10,40.831869,-73.922365,204,16,"2,002,943","2,024,780,001",195,BX0401
Nicky Deli,1147 River Avenue,,Bronx,10452,2023,10,40.834399,-73.922088,204,16,"2,003,029","2,024,960,081",197,BX0401
711 Food Mart & Deli Corp,711 Knickerbocker Avenue,,Brooklyn,11221,2023,10,40.694203,-73.910236,304,37,"3,078,035","3,033,920,010",437,BK0402
Mini Market,716 Knickerbocker Avenue,,Brooklyn,11221,2023,10,40.694189,-73.91025,304,37,"3,077,994","3,033,910,028",437,BK0402
Woodbine Natural Deli Inc,279 Woodbine Avenue,,Brooklyn,11221,2023,10,,,,,,,,
Your Deal Food Corp,472 Wilson Avenue,,Brooklyn,11221,2023,10,40.692843,-73.911925,304,37,"3,077,601","3,033,830,041",415,BK0402
Linden & Wilson Corp,338 Wilson Avenue,,Brooklyn,11221,2023,10,40.695765,-73.917053,304,37,"3,076,293","3,033,330,031",417,BK0402
King Central Deli Inc,468 Central Avenue,,Brooklyn,11221,2023,10,40.692222,-73.914876,304,37,"3,077,032","3,033,680,040",415,BK0402
Banderas Food Corp,388 Central Avenue,,Brooklyn,11221,2023,10,40.693973,-73.917946,304,37,"3,076,272","3,033,320,040",417,BK0402
La Cana Food Corp,346 central Avenue,,Brooklyn,11221,2023,10,40.694987,-73.919737,304,37,"3,075,894","3,033,140,046",419,BK0402
Ranchadero Food Corp,543 Evergreen Avenue,,Brooklyn,11221,2023,10,40.689908,-73.914807,304,37,"3,077,530","3,033,820,001",415,BK0402
Far Deli Corp,560 Greene Avenue,,Brooklyn,11221,2023,10,40.688729,-73.948238,303,36,"3,050,417","3,017,980,040",251,BK0301
El Aguila Mini Market Corp,1192 Gates Avenue,,Brooklyn,11221,2023,10,40.691959,-73.919629,304,37,"3,076,428","3,033,400,017",399,BK0402
Laziza Deli & Grocery Corp,418 Evergreen Avenue,,Brooklyn,11221,2023,10,40.693084,-73.921871,304,37,"3,338,488","3,033,130,009",395,BK0402
Gm Bani Deli Grocery Corp,311 Evergreen Avenue,,Brooklyn,11221,2023,10,40.694499,-73.924354,304,37,"3,074,680","3,032,750,001",421,BK0401
291 Dicayagua Grocery Inc,291 Evergreen,,Brooklyn,11221,2023,10,,,,,,,,
Salt & Pepper Deli & Grill Llc,854 Bushwick Avenue,,Brooklyn,11221,2023,10,40.694154,-73.926525,304,34,"3,074,020","3,032,520,035",393,BK0401
Kev & J Grocery Inc,1195 Bushwick Avenue,,Brooklyn,11221,2023,10,40.688433,-73.916251,304,37,"3,077,479","3,033,810,001",399,BK0402
Prince Broadway Deli Corp,1432 Broadway,,Brooklyn,11221,2023,10,40.688141,-73.919706,303,41,"3,039,723","3,014,840,014",375,BK0302
Howard Natural Food Corp,8 Howard Avenue,,Brooklyn,11221,2023,10,40.688516,-73.921126,303,41,"3,346,554","3,014,810,039",375,BK0302
1291 Food Corp,1291 Broadway,,Brooklyn,11221,2023,10,40.69081,-73.924333,304,37,"3,326,377","3,032,930,029",395,BK0402
Tasty Gourmet And Deli Corp,1060 Greene Avenue,,Brooklyn,11221,2023,10,40.691354,-73.925396,303,41,"3,044,197","3,016,230,036",387,BK0302
1165 Fresh Produce Corp,1165 Broadway,,Brooklyn,11221,2023,10,40.692953,-73.928106,304,34,"3,387,789","3,032,520,003",393,BK0401
Best Deli And Grocery,671 Bushwick Avenue,,Brooklyn,11221,2023,10,40.697504,-73.932591,304,34,"3,072,437","3,031,830,003",391,BK0401
1305 Myrtle Llc,1305 Myrtle Llc,,Brooklyn,11221,2023,10,,,,,,,,
Sunrise Deli & Grill Corp,214 Central Avenue,,Brooklyn,11221,2023,10,40.697996,-73.924999,304,34,"3,073,771","3,032,430,042",421,BK0401
Jessica Deli Grocery Corp,418 Jefferson Avenue,,Brooklyn,11221,2023,10,40.684342,-73.940778,303,36,"3,052,490","3,018,360,007",275,BK0302
Inlet Market Corp,416 Monroe Street,,Brooklyn,11221,2023,10,40.686439,-73.942063,303,36,"3,051,504","3,018,200,043",265,BK0301
Healthy Organic Market Inc,370 Throop Avenue,,Brooklyn,11221,2023,10,40.691515,-73.94265,303,36,"3,049,832","3,017,860,035",261,BK0301
Cee Food Corp,844 Dekalb Avenue,,Brooklyn,11221,2023,10,40.692423,-73.942155,303,36,"3,049,690","3,017,820,010",281,BK0302
Prestige Gourmet Deli Corp,362  Marcus Garvey,,Brooklyn,11221,2023,10,,,,,,,,
G-O Deli Ortiz  Guarionex,268 Marcus Garvey,,Brooklyn,11221,2023,10,,,,,,,,
One Stop Deli & More,732 Marcus Garvey,,Brooklyn,11221,2023,10,,,,,,,,
Pastrami Deli & Grocery Corp,902 Dekalb Avenue,,Brooklyn,11221,2023,10,40.692702,-73.939736,303,36,"3,043,205","3,016,010,002",281,BK0302
Liam Deli Grocery Ny Corp,892 Dekalb Avenue,,Brooklyn,11221,2023,10,40.692601,-73.940623,303,36,"3,049,699","3,017,820,035",281,BK0302
Awgarey Abdullah’s+A71:A94+A71:A94,567 Jefferson Avenue,,Brooklyn,11221,2023,10,40.685022,-73.935008,303,36,"3,045,460","3,016,500,076",295,BK0302
Novatos Grocery Corp,228 Lewis Avenue,,Brooklyn,11221,2023,10,40.688734,-73.936205,303,36,"3,044,235","3,016,240,050",279,BK0302
Ameer Gourmet Deli Corp,209 Lewis Avenue,,Brooklyn,11221,2023,10,40.689288,-73.935996,303,36,"3,044,269","3,016,250,010",291,BK0302
Kings Gourmet Deli Inc,144 Lewis Avenue,,Brooklyn,11221,2023,10,40.692028,-73.936866,303,36,"3,043,347","3,016,050,039",281,BK0302
Stuyvesant Deli Grocery Corp,59 Stuyvesant Avenue,,Brooklyn,11221,2023,10,40.693937,-73.934232,303,36,"3,043,164","3,015,990,008",289,BK0302
Greene Market Inc,137 Stuyvesant  Avenue,,Brooklyn,11221,2023,10,40.690538,-73.933553,303,36,"3,043,852","3,016,160,097",291,BK0302
Lewis Deli & Grocery Corp,334 Lewis Avenue,,Brooklyn,11221,2023,10,40.684342,-73.935333,303,36,"3,045,693","3,016,540,042",275,BK0302
Good Times Deli & Grocery Corp,857 Greene Avenue,,Brooklyn,11221,2023,10,40.690385,-73.933983,303,36,"3,043,787","3,016,150,046",291,BK0302
Jazlynn Deli Grocery Corp,222 Stuyvesant Avenue,,Brooklyn,11221,2023,10,40.687387,-73.932947,303,36,"3,337,987","3,016,400,044",293,BK0302
Mechy Food Store Corp,895 Gates Avenue,,Brooklyn,11221,2023,10,40.688623,-73.929744,303,36,"3,044,572","3,016,320,079",387,BK0302
Green Deli Mart Inc,33 Patchen Avenue,,Brooklyn,11221,2023,10,40.691322,-73.927725,303,41,"3,043,927","3,016,180,001",387,BK0302
Patchen Deli Grocery Corp,156 Patchen Avenue,,Brooklyn,11221,2023,10,40.686134,-73.926718,303,36,"3,045,562","3,016,520,045",385,BK0302
Patchen Gourmet Grill Corp,139 Patchen Avenue,,Brooklyn,11221,2023,10,40.686815,-73.926829,303,41,"3,045,312","3,016,480,001",385,BK0302
107 Ralph Avenue Corp,107 Ralph Avenue,,Brooklyn,11221,2023,10,40.686456,-73.923407,303,41,"3,039,804","3,014,850,076",375,BK0302
NYC Deli Food Corp,87 Ralph Avenue,,Brooklyn,11221,2023,10,40.687189,-73.923554,303,41,"3,039,677","3,014,830,001",375,BK0302
World Health Juice Bar Deli 2 Corp,48 Ralph Avenue,,Brooklyn,11221,2023,10,40.688649,-73.923866,303,41,"3,044,731","3,016,380,051",385,BK0302
Gutierrez Grocery Corp,545 Kickerbocker Avenue,,Brooklyn,11221,2023,10,,,,,,,,
960 Summer Deli Grocery Corp,960 Dekalb Avenue,,Brooklyn,11221,2023,10,40.693024,-73.936962,303,36,"3,043,241","3,016,020,008",289,BK0302
200 Malcolm X Meat Corp,200 Malcolm X BLVD,,Brooklyn,11221,2023,10,40.686578,-73.9298,303,36,"3,045,219","3,016,460,043",293,BK0302
Piggy  Meat Corp,301 Marcus Garvey BLVD,,Brooklyn,11221,2023,10,40.687193,-73.938868,303,36,"3,325,019","3,016,340,001",277,BK0302
Natural And Organic Deli Corp,1203 Myrtle Avenue,,Brooklyn,11221,2023,10,40.697358,-73.931971,304,34,"3,072,462","3,031,830,084",391,BK0401
Keita West African Market Inc,1225 Broadway,,Brooklyn,11221,2023,10,40.691837,-73.926142,304,37,"3,074,943","3,032,830,008",395,BK0402
Organic Fresh Market Corps,1440 Broadway,,Brooklyn,11221,2023,10,40.688051,-73.919544,303,41,"3,039,726","3,014,840,015",375,BK0302
City Star Deli Corp,1104 Bushwick,,Brooklyn,11221,2023,10,,,,,,,,
